x_m,y_m,w_tr_right_m,w_tr_left_m
-0.4532,1.5185,0.2498,0.2498
-0.4632,1.5085,0.2518,0.2518
-0.4732,1.4985,0.2520,0.2520
-0.4832,1.4885,0.2520,0.2520
-0.4932,1.4785,0.2520,0.2520
-0.5032,1.4685,0.2520,0.2520
-0.5132,1.4585,0.2520,0.2520
-0.5232,1.4485,0.2520,0.2520
-0.5332,1.4385,0.2520,0.2520
-0.5432,1.4285,0.2520,0.2520
-0.5532,1.4185,0.2520,0.2520
-0.5632,1.4085,0.2520,0.2520
-0.5732,1.3985,0.2520,0.2520
-0.5832,1.3885,0.2520,0.2520
-0.5932,1.3785,0.2520,0.2520
-0.6032,1.3685,0.2520,0.2520
-0.6132,1.3585,0.2520,0.2520
-0.6232,1.3485,0.2518,0.2518
-0.6332,1.3385,0.2498,0.2498
-0.6332,1.3285,0.2498,0.2498
-0.6432,1.3185,0.2518,0.2518
-0.6532,1.3085,0.2520,0.2520
-0.6532,1.2985,0.2477,0.2477
-0.6632,1.2885,0.2517,0.2517
-0.6732,1.2785,0.2517,0.2517
-0.6732,1.2685,0.2477,0.2477
-0.6832,1.2585,0.2517,0.2517
-0.6832,1.2485,0.2477,0.2477
-0.6932,1.2385,0.2497,0.2497
-0.6932,1.2285,0.2477,0.2477
-0.7032,1.2185,0.2477,0.2477
-0.7032,1.2085,0.2477,0.2477
-0.7132,1.1985,0.2477,0.2477
-0.7132,1.1885,0.2477,0.2477
-0.7232,1.1785,0.2477,0.2477
-0.7232,1.1685,0.2497,0.2497
-0.7332,1.1585,0.2477,0.2477
-0.7332,1.1485,0.2497,0.2497
-0.7332,1.1385,0.2477,0.2477
-0.7432,1.1285,0.2477,0.2477
-0.7432,1.1185,0.2477,0.2477
-0.7432,1.1085,0.2417,0.2417
-0.7532,1.0985,0.2497,0.2497
-0.7532,1.0885,0.2477,0.2477
-0.7532,1.0785,0.2417,0.2417
-0.7632,1.0685,0.2497,0.2497
-0.7632,1.0585,0.2477,0.2477
-0.7632,1.0485,0.2417,0.2417
-0.7732,1.0385,0.2497,0.2497
-0.7732,1.0285,0.2477,0.2477
-0.7732,1.0185,0.2417,0.2417
-0.7832,1.0085,0.2497,0.2497
-0.7832,0.9985,0.2477,0.2477
-0.7932,0.9885,0.2557,0.2557
-0.7932,0.9785,0.2538,0.2538
-0.7932,0.9685,0.2517,0.2517
-0.8032,0.9585,0.2538,0.2538
-0.8032,0.9485,0.2558,0.2558
-0.8032,0.9385,0.2557,0.2557
-0.8132,0.9285,0.2497,0.2497
-0.8132,0.9185,0.2517,0.2517
-0.8132,0.9085,0.2557,0.2557
-0.8232,0.8985,0.2477,0.2477
-0.8232,0.8885,0.2497,0.2497
-0.8232,0.8785,0.2517,0.2517
-0.8332,0.8685,0.2458,0.2458
-0.8332,0.8585,0.2477,0.2477
-0.8332,0.8485,0.2497,0.2497
-0.8332,0.8385,0.2517,0.2517
-0.8432,0.8285,0.2477,0.2477
-0.8432,0.8185,0.2497,0.2497
-0.8432,0.8085,0.2517,0.2517
-0.8532,0.7985,0.2477,0.2477
-0.8532,0.7885,0.2497,0.2497
-0.8532,0.7785,0.2517,0.2517
-0.8632,0.7685,0.2477,0.2477
-0.8632,0.7585,0.2497,0.2497
-0.8632,0.7485,0.2517,0.2517
-0.8632,0.7385,0.2517,0.2517
-0.8732,0.7285,0.2497,0.2497
-0.8732,0.7185,0.2517,0.2517
-0.8732,0.7085,0.2517,0.2517
-0.8732,0.6985,0.2497,0.2497
-0.8732,0.6885,0.2477,0.2477
-0.8832,0.6785,0.2517,0.2517
-0.8832,0.6685,0.2497,0.2497
-0.8832,0.6585,0.2477,0.2477
-0.8932,0.6485,0.2517,0.2517
-0.8932,0.6385,0.2517,0.2517
-0.8932,0.6285,0.2497,0.2497
-0.9032,0.6185,0.2517,0.2517
-0.9032,0.6085,0.2557,0.2557
-0.9032,0.5985,0.2538,0.2538
-0.9032,0.5885,0.2517,0.2517
-0.9132,0.5785,0.2517,0.2517
-0.9132,0.5685,0.2538,0.2538
-0.9132,0.5585,0.2557,0.2557
-0.9232,0.5485,0.2477,0.2477
-0.9232,0.5385,0.2497,0.2497
-0.9232,0.5285,0.2517,0.2517
-0.9332,0.5185,0.2458,0.2458
-0.9332,0.5085,0.2477,0.2477
-0.9332,0.4985,0.2497,0.2497
-0.9332,0.4885,0.2517,0.2517
-0.9432,0.4785,0.2477,0.2477
-0.9432,0.4685,0.2497,0.2497
-0.9432,0.4585,0.2517,0.2517
-0.9432,0.4485,0.2517,0.2517
-0.9432,0.4385,0.2497,0.2497
-0.9532,0.4285,0.2517,0.2517
-0.9532,0.4185,0.2517,0.2517
-0.9532,0.4085,0.2497,0.2497
-0.9532,0.3985,0.2477,0.2477
-0.9632,0.3885,0.2517,0.2517
-0.9632,0.3785,0.2517,0.2517
-0.9632,0.3685,0.2497,0.2497
-0.9632,0.3585,0.2477,0.2477
-0.9732,0.3485,0.2557,0.2557
-0.9732,0.3385,0.2517,0.2517
-0.9732,0.3285,0.2497,0.2497
-0.9832,0.3185,0.2557,0.2557
-0.9832,0.3085,0.2558,0.2558
-0.9832,0.2985,0.2538,0.2538
-0.9832,0.2885,0.2517,0.2517
-0.9932,0.2785,0.2538,0.2538
-0.9932,0.2685,0.2558,0.2558
-0.9932,0.2585,0.2558,0.2558
-0.9932,0.2485,0.2538,0.2538
-1.0032,0.2385,0.2517,0.2517
-1.0032,0.2285,0.2538,0.2538
-1.0032,0.2185,0.2558,0.2558
-1.0032,0.2085,0.2558,0.2558
-1.0132,0.1985,0.2497,0.2497
-1.0132,0.1885,0.2517,0.2517
-1.0132,0.1785,0.2538,0.2538
-1.0132,0.1685,0.2558,0.2558
-1.0232,0.1585,0.2477,0.2477
-1.0232,0.1485,0.2497,0.2497
-1.0232,0.1385,0.2517,0.2517
-1.0232,0.1285,0.2538,0.2538
-1.0332,0.1185,0.2458,0.2458
-1.0332,0.1085,0.2477,0.2477
-1.0332,0.0985,0.2497,0.2497
-1.0332,0.0885,0.2517,0.2517
-1.0432,0.0785,0.2438,0.2438
-1.0432,0.0685,0.2458,0.2458
-1.0432,0.0585,0.2477,0.2477
-1.0432,0.0485,0.2497,0.2497
-1.0432,0.0385,0.2517,0.2517
-1.0532,0.0285,0.2458,0.2458
-1.0532,0.0185,0.2477,0.2477
-1.0532,0.0085,0.2497,0.2497
-1.0532,-0.0015,0.2517,0.2517
-1.0532,-0.0115,0.2517,0.2517
-1.0632,-0.0215,0.2497,0.2497
-1.0632,-0.0315,0.2517,0.2517
-1.0632,-0.0415,0.2557,0.2557
-1.0632,-0.0515,0.2517,0.2517
-1.0632,-0.0615,0.2497,0.2497
-1.0732,-0.0715,0.2557,0.2557
-1.0732,-0.0815,0.2558,0.2558
-1.0732,-0.0915,0.2538,0.2538
-1.0732,-0.1015,0.2517,0.2517
-1.0732,-0.1115,0.2497,0.2497
-1.0832,-0.1215,0.2558,0.2558
-1.0832,-0.1315,0.2558,0.2558
-1.0832,-0.1415,0.2538,0.2538
-1.0832,-0.1515,0.2517,0.2517
-1.0832,-0.1615,0.2497,0.2497
-1.0832,-0.1715,0.2477,0.2477
-1.0932,-0.1815,0.2558,0.2558
-1.0932,-0.1915,0.2538,0.2538
-1.0932,-0.2015,0.2518,0.2518
-1.0932,-0.2115,0.2498,0.2498
-1.1032,-0.2215,0.2558,0.2558
-1.1032,-0.2315,0.2559,0.2559
-1.1032,-0.2415,0.2539,0.2539
-1.1032,-0.2515,0.2520,0.2520
-1.1032,-0.2615,0.2500,0.2500
-1.1032,-0.2715,0.2498,0.2498
-1.1032,-0.2815,0.2479,0.2479
-1.1032,-0.2915,0.2459,0.2459
-1.1132,-0.3015,0.2539,0.2539
-1.1132,-0.3115,0.2520,0.2520
-1.1132,-0.3215,0.2500,0.2500
-1.1132,-0.3315,0.2500,0.2500
-1.1132,-0.3415,0.2500,0.2500
-1.1132,-0.3515,0.2500,0.2500
-1.1132,-0.3615,0.2500,0.2500
-1.1132,-0.3715,0.2498,0.2498
-1.1232,-0.3815,0.2500,0.2500
-1.1232,-0.3915,0.2520,0.2520
-1.1232,-0.4015,0.2539,0.2539
-1.1232,-0.4115,0.2520,0.2520
-1.1232,-0.4215,0.2500,0.2500
-1.1332,-0.4315,0.2498,0.2498
-1.1332,-0.4415,0.2500,0.2500
-1.1332,-0.4515,0.2500,0.2500
-1.1332,-0.4615,0.2500,0.2500
-1.1332,-0.4715,0.2500,0.2500
-1.1332,-0.4815,0.2500,0.2500
-1.1332,-0.4915,0.2520,0.2520
-1.1332,-0.5015,0.2539,0.2539
-1.1332,-0.5115,0.2520,0.2520
-1.1432,-0.5215,0.2479,0.2479
-1.1432,-0.5315,0.2498,0.2498
-1.1432,-0.5415,0.2500,0.2500
-1.1432,-0.5515,0.2500,0.2500
-1.1432,-0.5615,0.2500,0.2500
-1.1432,-0.5715,0.2500,0.2500
-1.1432,-0.5815,0.2500,0.2500
-1.1432,-0.5915,0.2520,0.2520
-1.1432,-0.6015,0.2539,0.2539
-1.1432,-0.6115,0.2520,0.2520
-1.1532,-0.6215,0.2479,0.2479
-1.1532,-0.6315,0.2498,0.2498
-1.1532,-0.6415,0.2500,0.2500
-1.1532,-0.6515,0.2500,0.2500
-1.1532,-0.6615,0.2500,0.2500
-1.1532,-0.6715,0.2500,0.2500
-1.1532,-0.6815,0.2500,0.2500
-1.1532,-0.6915,0.2500,0.2500
-1.1532,-0.7015,0.2520,0.2520
-1.1532,-0.7115,0.2520,0.2520
-1.1532,-0.7215,0.2500,0.2500
-1.1532,-0.7315,0.2500,0.2500
-1.1532,-0.7415,0.2500,0.2500
-1.1532,-0.7515,0.2500,0.2500
-1.1532,-0.7615,0.2500,0.2500
-1.1532,-0.7715,0.2498,0.2498
-1.1532,-0.7815,0.2479,0.2479
-1.1532,-0.7915,0.2459,0.2459
-1.1632,-0.8015,0.2520,0.2520
-1.1632,-0.8115,0.2520,0.2520
-1.1632,-0.8215,0.2500,0.2500
-1.1632,-0.8315,0.2500,0.2500
-1.1632,-0.8415,0.2500,0.2500
-1.1632,-0.8515,0.2500,0.2500
-1.1632,-0.8615,0.2500,0.2500
-1.1632,-0.8715,0.2500,0.2500
-1.1632,-0.8815,0.2500,0.2500
-1.1632,-0.8915,0.2500,0.2500
-1.1732,-0.9015,0.2500,0.2500
-1.1732,-0.9115,0.2500,0.2500
-1.1732,-0.9215,0.2500,0.2500
-1.1732,-0.9315,0.2500,0.2500
-1.1732,-0.9415,0.2500,0.2500
-1.1732,-0.9515,0.2500,0.2500
-1.1732,-0.9615,0.2500,0.2500
-1.1732,-0.9715,0.2500,0.2500
-1.1732,-0.9815,0.2500,0.2500
-1.1832,-0.9915,0.2400,0.2400
-1.1832,-1.0015,0.2420,0.2420
-1.1832,-1.0115,0.2439,0.2439
-1.1832,-1.0215,0.2459,0.2459
-1.1832,-1.0315,0.2479,0.2479
-1.1932,-1.0415,0.2398,0.2398
-1.1932,-1.0515,0.2400,0.2400
-1.1932,-1.0615,0.2400,0.2400
-1.1932,-1.0715,0.2400,0.2400
-1.1932,-1.0815,0.2400,0.2400
-1.1932,-1.0915,0.2400,0.2400
-1.1932,-1.1015,0.2420,0.2420
-1.1932,-1.1115,0.2439,0.2439
-1.1932,-1.1215,0.2459,0.2459
-1.1932,-1.1315,0.2479,0.2479
-1.1932,-1.1415,0.2498,0.2498
-1.1932,-1.1515,0.2500,0.2500
-1.1932,-1.1615,0.2520,0.2520
-1.1932,-1.1715,0.2539,0.2539
-1.1932,-1.1815,0.2559,0.2559
-1.1932,-1.1915,0.2558,0.2558
-1.1932,-1.2015,0.2538,0.2538
-1.1932,-1.2115,0.2518,0.2518
-1.1932,-1.2215,0.2498,0.2498
-1.2032,-1.2315,0.2558,0.2558
-1.2032,-1.2415,0.2559,0.2559
-1.2032,-1.2515,0.2539,0.2539
-1.2032,-1.2615,0.2520,0.2520
-1.2032,-1.2715,0.2500,0.2500
-1.2032,-1.2815,0.2498,0.2498
-1.2032,-1.2915,0.2479,0.2479
-1.2032,-1.3015,0.2459,0.2459
-1.2032,-1.3115,0.2439,0.2439
-1.2032,-1.3215,0.2420,0.2420
-1.2032,-1.3315,0.2400,0.2400
-1.2032,-1.3415,0.2400,0.2400
-1.2032,-1.3515,0.2400,0.2400
-1.2032,-1.3615,0.2400,0.2400
-1.2032,-1.3715,0.2400,0.2400
-1.2032,-1.3815,0.2400,0.2400
-1.2032,-1.3915,0.2400,0.2400
-1.2132,-1.4015,0.2500,0.2500
-1.2132,-1.4115,0.2500,0.2500
-1.2132,-1.4215,0.2500,0.2500
-1.2132,-1.4315,0.2500,0.2500
-1.2132,-1.4415,0.2500,0.2500
-1.2132,-1.4515,0.2500,0.2500
-1.2132,-1.4615,0.2500,0.2500
-1.2132,-1.4715,0.2500,0.2500
-1.2132,-1.4815,0.2500,0.2500
-1.2132,-1.4915,0.2500,0.2500
-1.2132,-1.5015,0.2500,0.2500
-1.2132,-1.5115,0.2500,0.2500
-1.2132,-1.5215,0.2500,0.2500
-1.2132,-1.5315,0.2500,0.2500
-1.2132,-1.5415,0.2500,0.2500
-1.2232,-1.5515,0.2500,0.2500
-1.2232,-1.5615,0.2520,0.2520
-1.2232,-1.5715,0.2539,0.2539
-1.2232,-1.5815,0.2559,0.2559
-1.2232,-1.5915,0.2579,0.2579
-1.2232,-1.6015,0.2598,0.2598
-1.2232,-1.6115,0.2600,0.2600
-1.2232,-1.6215,0.2600,0.2600
-1.2232,-1.6315,0.2600,0.2600
-1.2232,-1.6415,0.2600,0.2600
-1.2232,-1.6515,0.2600,0.2600
-1.2232,-1.6615,0.2600,0.2600
-1.2232,-1.6715,0.2600,0.2600
-1.2232,-1.6815,0.2620,0.2620
-1.2232,-1.6915,0.2639,0.2639
-1.2232,-1.7015,0.2659,0.2659
-1.2232,-1.7115,0.2679,0.2679
-1.2232,-1.7215,0.2698,0.2698
-1.2232,-1.7315,0.2718,0.2718
-1.2232,-1.7415,0.2738,0.2738
-1.2232,-1.7515,0.2758,0.2758
-1.2232,-1.7615,0.2777,0.2777
-1.2232,-1.7715,0.2797,0.2797
-1.2232,-1.7815,0.2817,0.2817
-1.2232,-1.7915,0.2836,0.2836
-1.2232,-1.8015,0.2856,0.2856
-1.2232,-1.8115,0.2877,0.2877
