x_m,y_m,w_tr_right_m,w_tr_left_m
2.2668,-2.6515,0.3295,0.3295
2.2568,-2.6415,0.3256,0.3256
2.2468,-2.6415,0.3276,0.3276
2.2368,-2.6315,0.3216,0.3216
2.2268,-2.6315,0.3256,0.3256
2.2168,-2.6315,0.3276,0.3276
2.2068,-2.6215,0.3216,0.3216
2.1968,-2.6215,0.3256,0.3256
2.1868,-2.6215,0.3276,0.3276
2.1768,-2.6115,0.3216,0.3216
2.1668,-2.6115,0.3256,0.3256
2.1568,-2.6115,0.3216,0.3216
2.1468,-2.6015,0.3216,0.3216
2.1368,-2.6015,0.3216,0.3216
2.1268,-2.6015,0.3176,0.3176
2.1168,-2.5915,0.3216,0.3216
2.1068,-2.5915,0.3216,0.3216
2.0968,-2.5915,0.3176,0.3176
2.0868,-2.5915,0.3136,0.3136
2.0768,-2.5815,0.3176,0.3176
2.0668,-2.5815,0.3156,0.3156
2.0568,-2.5815,0.3136,0.3136
2.0468,-2.5815,0.3117,0.3117
2.0368,-2.5715,0.3176,0.3176
2.0268,-2.5715,0.3156,0.3156
2.0168,-2.5715,0.3136,0.3136
2.0068,-2.5715,0.3117,0.3117
1.9968,-2.5615,0.3176,0.3176
1.9868,-2.5615,0.3156,0.3156
1.9768,-2.5615,0.3136,0.3136
1.9668,-2.5515,0.3216,0.3216
1.9568,-2.5515,0.3176,0.3176
1.9468,-2.5515,0.3156,0.3156
1.9368,-2.5415,0.3236,0.3236
1.9268,-2.5415,0.3217,0.3217
1.9168,-2.5415,0.3197,0.3197
1.9068,-2.5315,0.3276,0.3276
1.8968,-2.5315,0.3256,0.3256
1.8868,-2.5315,0.3236,0.3236
1.8768,-2.5215,0.3295,0.3295
1.8668,-2.5215,0.3276,0.3276
1.8568,-2.5115,0.3295,0.3295
1.8468,-2.5115,0.3336,0.3336
1.8368,-2.5115,0.3295,0.3295
1.8268,-2.5115,0.3276,0.3276
1.8168,-2.5115,0.3216,0.3216
1.8068,-2.5115,0.3176,0.3176
1.7968,-2.5015,0.3256,0.3256
1.7868,-2.5015,0.3216,0.3216
1.7768,-2.5015,0.3176,0.3176
1.7668,-2.5015,0.3156,0.3156
1.7568,-2.4915,0.3236,0.3236
1.7468,-2.4915,0.3216,0.3216
1.7368,-2.4915,0.3176,0.3176
1.7268,-2.4815,0.3256,0.3256
1.7168,-2.4815,0.3236,0.3236
1.7068,-2.4815,0.3217,0.3217
1.6968,-2.4715,0.3297,0.3297
1.6868,-2.4715,0.3277,0.3277
1.6768,-2.4715,0.3258,0.3258
1.6668,-2.4615,0.3338,0.3338
1.6568,-2.4615,0.3318,0.3318
1.6468,-2.4615,0.3298,0.3298
1.6368,-2.4515,0.3379,0.3379
1.6268,-2.4515,0.3359,0.3359
1.6168,-2.4515,0.3339,0.3339
1.6068,-2.4415,0.3395,0.3395
1.5968,-2.4415,0.3395,0.3395
1.5868,-2.4415,0.3376,0.3376
1.5768,-2.4415,0.3356,0.3356
1.5668,-2.4315,0.3435,0.3435
1.5568,-2.4315,0.3395,0.3395
1.5468,-2.4315,0.3376,0.3376
1.5368,-2.4215,0.3395,0.3395
1.5268,-2.4215,0.3395,0.3395
1.5168,-2.4115,0.3376,0.3376
1.5068,-2.4115,0.3395,0.3395
1.4968,-2.4115,0.3395,0.3395
1.4868,-2.4015,0.3356,0.3356
1.4768,-2.4015,0.3376,0.3376
1.4668,-2.4015,0.3395,0.3395
1.4568,-2.3915,0.3356,0.3356
1.4468,-2.3915,0.3376,0.3376
1.4368,-2.3815,0.3295,0.3295
1.4268,-2.3815,0.3356,0.3356
1.4168,-2.3815,0.3376,0.3376
1.4068,-2.3715,0.3295,0.3295
1.3968,-2.3715,0.3356,0.3356
1.3868,-2.3615,0.3276,0.3276
1.3768,-2.3615,0.3295,0.3295
1.3668,-2.3615,0.3336,0.3336
1.3568,-2.3615,0.3356,0.3356
1.3468,-2.3515,0.3276,0.3276
1.3368,-2.3515,0.3295,0.3295
1.3268,-2.3415,0.3217,0.3217
1.3168,-2.3415,0.3236,0.3236
1.3068,-2.3415,0.3256,0.3256
1.2968,-2.3315,0.3176,0.3176
1.2868,-2.3215,0.3117,0.3117
1.2768,-2.3215,0.3136,0.3136
1.2668,-2.3215,0.3156,0.3156
1.2568,-2.3115,0.3076,0.3076
1.2468,-2.3115,0.3117,0.3117
1.2368,-2.3015,0.3036,0.3036
1.2268,-2.3015,0.3056,0.3056
1.2168,-2.3015,0.3076,0.3076
1.2068,-2.2915,0.3036,0.3036
1.1968,-2.2915,0.3056,0.3056
1.1868,-2.2815,0.2996,0.2996
1.1768,-2.2815,0.3036,0.3036
1.1668,-2.2815,0.3056,0.3056
1.1568,-2.2715,0.2996,0.2996
1.1468,-2.2615,0.2956,0.2956
1.1368,-2.2615,0.2996,0.2996
1.1268,-2.2615,0.3056,0.3056
1.1168,-2.2515,0.3037,0.3037
1.1068,-2.2515,0.3076,0.3076
1.0968,-2.2415,0.3056,0.3056
1.0868,-2.2415,0.3117,0.3117
1.0768,-2.2315,0.3097,0.3097
1.0668,-2.2315,0.3117,0.3117
1.0568,-2.2215,0.3136,0.3136
1.0468,-2.2215,0.3076,0.3076
1.0368,-2.2115,0.3117,0.3117
1.0268,-2.2015,0.3136,0.3136
1.0168,-2.2015,0.3076,0.3076
1.0068,-2.1915,0.3097,0.3097
0.9968,-2.1815,0.3117,0.3117
0.9868,-2.1715,0.3136,0.3136
0.9768,-2.1615,0.3176,0.3176
0.9668,-2.1515,0.3196,0.3196
0.9568,-2.1515,0.3136,0.3136
0.9468,-2.1415,0.3176,0.3176
0.9368,-2.1315,0.3196,0.3196
0.9268,-2.1215,0.3216,0.3216
0.9168,-2.1115,0.3276,0.3276
0.9068,-2.1015,0.3295,0.3295
0.8968,-2.0915,0.3336,0.3336
0.8968,-2.0815,0.3278,0.3278
0.8868,-2.0715,0.3298,0.3298
0.8768,-2.0615,0.3317,0.3317
0.8668,-2.0515,0.3336,0.3336
0.8668,-2.0415,0.3276,0.3276
0.8568,-2.0315,0.3295,0.3295
0.8568,-2.0215,0.3276,0.3276
0.8468,-2.0115,0.3295,0.3295
0.8468,-2.0015,0.3276,0.3276
0.8368,-1.9915,0.3295,0.3295
0.8268,-1.9815,0.3356,0.3356
0.8268,-1.9715,0.3295,0.3295
0.8268,-1.9615,0.3276,0.3276
0.8168,-1.9515,0.3295,0.3295
0.8168,-1.9415,0.3276,0.3276
0.8068,-1.9315,0.3356,0.3356
0.8068,-1.9215,0.3295,0.3295
0.8068,-1.9115,0.3276,0.3276
0.8068,-1.9015,0.3256,0.3256
0.7968,-1.8915,0.3336,0.3336
0.7968,-1.8815,0.3295,0.3295
0.7968,-1.8715,0.3276,0.3276
0.7868,-1.8615,0.3356,0.3356
0.7868,-1.8515,0.3336,0.3336
0.7868,-1.8415,0.3295,0.3295
0.7868,-1.8315,0.3276,0.3276
0.7768,-1.8215,0.3356,0.3356
0.7768,-1.8115,0.3336,0.3336
0.7768,-1.8015,0.3317,0.3317
0.7668,-1.7915,0.3397,0.3397
0.7668,-1.7815,0.3377,0.3377
0.7668,-1.7715,0.3358,0.3358
0.7668,-1.7615,0.3338,0.3338
0.7568,-1.7515,0.3418,0.3418
0.7568,-1.7415,0.3398,0.3398
0.7568,-1.7315,0.3379,0.3379
0.7568,-1.7215,0.3359,0.3359
0.7468,-1.7115,0.3439,0.3439
0.7468,-1.7015,0.3420,0.3420
0.7468,-1.6915,0.3400,0.3400
0.7468,-1.6815,0.3400,0.3400
0.7368,-1.6715,0.3500,0.3500
0.7368,-1.6615,0.3500,0.3500
0.7368,-1.6515,0.3500,0.3500
0.7368,-1.6415,0.3500,0.3500
0.7268,-1.6315,0.3600,0.3600
0.7268,-1.6215,0.3600,0.3600
0.7268,-1.6115,0.3600,0.3600
0.7268,-1.6015,0.3600,0.3600
0.7168,-1.5915,0.3700,0.3700
0.7168,-1.5815,0.3700,0.3700
0.7168,-1.5715,0.3700,0.3700
0.7168,-1.5615,0.3700,0.3700
0.7168,-1.5515,0.3700,0.3700
0.7068,-1.5415,0.3800,0.3800
0.7068,-1.5315,0.3800,0.3800
0.7068,-1.5215,0.3800,0.3800
0.7068,-1.5115,0.3800,0.3800
0.6968,-1.5015,0.3920,0.3920
0.6968,-1.4915,0.3939,0.3939
0.6968,-1.4815,0.3959,0.3959
0.6968,-1.4715,0.3979,0.3979
0.6968,-1.4615,0.3998,0.3998
0.6968,-1.4515,0.4018,0.4018
0.6968,-1.4415,0.4038,0.4038
0.7068,-1.4315,0.3958,0.3958
0.7068,-1.4215,0.3977,0.3977
0.7068,-1.4115,0.3997,0.3997
0.7068,-1.4015,0.4017,0.4017
0.7168,-1.3915,0.3936,0.3936
0.7168,-1.3815,0.3956,0.3956
0.7168,-1.3715,0.3976,0.3976
0.7168,-1.3615,0.3995,0.3995
0.7268,-1.3515,0.3915,0.3915
0.7268,-1.3415,0.3935,0.3935
0.7268,-1.3315,0.3954,0.3954
0.7268,-1.3215,0.3976,0.3976
0.7268,-1.3115,0.3995,0.3995
0.7368,-1.3015,0.3915,0.3915
0.7368,-1.2915,0.3935,0.3935
0.7368,-1.2815,0.3954,0.3954
0.7368,-1.2715,0.3995,0.3995
0.7468,-1.2615,0.3915,0.3915
0.7468,-1.2515,0.3935,0.3935
0.7468,-1.2415,0.3954,0.3954
0.7468,-1.2315,0.4015,0.4015
0.7468,-1.2215,0.4035,0.4035
0.7568,-1.2115,0.3954,0.3954
0.7568,-1.2015,0.3995,0.3995
0.7568,-1.1915,0.4015,0.4015
0.7668,-1.1815,0.3935,0.3935
0.7668,-1.1715,0.3954,0.3954
0.7668,-1.1615,0.3995,0.3995
0.7768,-1.1515,0.3915,0.3915
0.7768,-1.1415,0.3935,0.3935
0.7868,-1.1315,0.3875,0.3875
0.7868,-1.1215,0.3895,0.3895
0.7868,-1.1115,0.3915,0.3915
0.7968,-1.1015,0.3835,0.3835
0.7968,-1.0915,0.3875,0.3875
0.8068,-1.0815,0.3795,0.3795
0.8068,-1.0715,0.3815,0.3815
0.8068,-1.0615,0.3835,0.3835
0.8168,-1.0515,0.3795,0.3795
0.8168,-1.0415,0.3815,0.3815
0.8268,-1.0315,0.3735,0.3735
0.8268,-1.0215,0.3795,0.3795
0.8268,-1.0115,0.3815,0.3815
0.8368,-1.0015,0.3735,0.3735
0.8368,-0.9915,0.3795,0.3795
0.8468,-0.9815,0.3715,0.3715
0.8468,-0.9715,0.3735,0.3735
0.8568,-0.9615,0.3695,0.3695
0.8568,-0.9515,0.3715,0.3715
0.8568,-0.9415,0.3735,0.3735
0.8668,-0.9315,0.3715,0.3715
0.8668,-0.9215,0.3735,0.3735
0.8768,-0.9115,0.3715,0.3715
0.8868,-0.9015,0.3655,0.3655
0.8868,-0.8915,0.3715,0.3715
0.8968,-0.8815,0.3655,0.3655
0.8968,-0.8715,0.3715,0.3715
0.8968,-0.8615,0.3735,0.3735
0.9068,-0.8515,0.3715,0.3715
0.9068,-0.8415,0.3735,0.3735
0.9168,-0.8315,0.3715,0.3715
0.9268,-0.8215,0.3655,0.3655
0.9268,-0.8115,0.3695,0.3695
0.9368,-0.8015,0.3615,0.3615
0.9368,-0.7915,0.3655,0.3655
0.9468,-0.7815,0.3595,0.3595
0.9468,-0.7715,0.3615,0.3615
0.9568,-0.7615,0.3575,0.3575
0.9668,-0.7515,0.3495,0.3495
0.9668,-0.7415,0.3515,0.3515
0.9768,-0.7315,0.3456,0.3456
0.9768,-0.7215,0.3476,0.3476
0.9868,-0.7115,0.3395,0.3395
0.9868,-0.7015,0.3417,0.3417
0.9968,-0.6915,0.3336,0.3336
1.0068,-0.6815,0.3256,0.3256
1.0068,-0.6715,0.3276,0.3276
1.0168,-0.6615,0.3216,0.3216
1.0168,-0.6515,0.3256,0.3256
1.0268,-0.6415,0.3176,0.3176
1.0368,-0.6315,0.3136,0.3136
1.0368,-0.6215,0.3156,0.3156
1.0368,-0.6115,0.3176,0.3176
1.0468,-0.6015,0.3136,0.3136
1.0468,-0.5915,0.3176,0.3176
1.0568,-0.5815,0.3136,0.3136
1.0568,-0.5715,0.3156,0.3156
1.0668,-0.5615,0.3076,0.3076
1.0668,-0.5515,0.3136,0.3136
1.0768,-0.5415,0.3056,0.3056
1.0868,-0.5315,0.2996,0.2996
1.0868,-0.5215,0.3017,0.3017
1.0868,-0.5115,0.3036,0.3036
1.0968,-0.5015,0.2956,0.2956
1.1068,-0.4915,0.2916,0.2916
1.1068,-0.4815,0.2936,0.2936
1.1168,-0.4715,0.2856,0.2856
1.1268,-0.4615,0.2836,0.2836
1.1268,-0.4515,0.2856,0.2856
1.1368,-0.4415,0.2836,0.2836
1.1368,-0.4315,0.2856,0.2856
1.1468,-0.4215,0.2836,0.2836
1.1468,-0.4115,0.2856,0.2856
1.1568,-0.4015,0.2836,0.2836
1.1568,-0.3915,0.2856,0.2856
1.1668,-0.3815,0.2837,0.2837
1.1668,-0.3715,0.2897,0.2897
1.1768,-0.3615,0.2856,0.2856
1.1768,-0.3515,0.2897,0.2897
1.1868,-0.3415,0.2856,0.2856
1.1868,-0.3315,0.2856,0.2856
1.1968,-0.3215,0.2836,0.2836
1.2068,-0.3115,0.2776,0.2776
1.2068,-0.3015,0.2836,0.2836
1.2168,-0.2915,0.2776,0.2776
1.2268,-0.2815,0.2717,0.2717
1.2268,-0.2715,0.2736,0.2736
1.2368,-0.2615,0.2697,0.2697
1.2368,-0.2515,0.2717,0.2717
1.2368,-0.2415,0.2736,0.2736
1.2468,-0.2315,0.2677,0.2677
1.2468,-0.2215,0.2697,0.2697
1.2568,-0.2115,0.2617,0.2617
1.2568,-0.2015,0.2636,0.2636
1.2668,-0.1915,0.2558,0.2558
1.2668,-0.1815,0.2577,0.2577
1.2768,-0.1715,0.2497,0.2497
1.2768,-0.1615,0.2517,0.2517
1.2768,-0.1515,0.2557,0.2557
1.2868,-0.1415,0.2477,0.2477
1.2868,-0.1315,0.2497,0.2497
1.2868,-0.1215,0.2517,0.2517
1.2968,-0.1115,0.2477,0.2477
1.2968,-0.1015,0.2497,0.2497
1.2968,-0.0915,0.2517,0.2517
1.2968,-0.0815,0.2557,0.2557
1.3068,-0.0715,0.2497,0.2497
1.3068,-0.0615,0.2517,0.2517
1.3168,-0.0515,0.2477,0.2477
1.3168,-0.0415,0.2517,0.2517
1.3168,-0.0315,0.2517,0.2517
1.3268,-0.0215,0.2497,0.2497
1.3268,-0.0115,0.2517,0.2517
1.3268,-0.0015,0.2497,0.2497
1.3368,0.0085,0.2517,0.2517
1.3368,0.0185,0.2517,0.2517
1.3368,0.0285,0.2477,0.2477
1.3468,0.0385,0.2517,0.2517
1.3468,0.0485,0.2477,0.2477
1.3568,0.0585,0.2517,0.2517
1.3568,0.0685,0.2497,0.2497
1.3568,0.0785,0.2477,0.2477
1.3668,0.0885,0.2517,0.2517
1.3668,0.0985,0.2497,0.2497
1.3668,0.1085,0.2477,0.2477
1.3768,0.1185,0.2517,0.2517
1.3768,0.1285,0.2497,0.2497
1.3768,0.1385,0.2477,0.2477
1.3868,0.1485,0.2517,0.2517
1.3868,0.1585,0.2497,0.2497
1.3868,0.1685,0.2477,0.2477
1.3968,0.1785,0.2517,0.2517
1.3968,0.1885,0.2497,0.2497
1.3968,0.1985,0.2477,0.2477
1.4068,0.2085,0.2517,0.2517
1.4068,0.2185,0.2497,0.2497
1.4168,0.2285,0.2577,0.2577
1.4168,0.2385,0.2557,0.2557
1.4168,0.2485,0.2517,0.2517
1.4268,0.2585,0.2597,0.2597
1.4268,0.2685,0.2557,0.2557
1.4268,0.2785,0.2517,0.2517
1.4268,0.2885,0.2497,0.2497
1.4368,0.2985,0.2577,0.2577
1.4368,0.3085,0.2557,0.2557
1.4468,0.3185,0.2617,0.2617
1.4468,0.3285,0.2597,0.2597
1.4468,0.3385,0.2577,0.2577
1.4568,0.3485,0.2636,0.2636
1.4568,0.3585,0.2617,0.2617
1.4568,0.3685,0.2597,0.2597
1.4668,0.3785,0.2677,0.2677
1.4668,0.3885,0.2658,0.2658
1.4668,0.3985,0.2636,0.2636
1.4768,0.4085,0.2717,0.2717
1.4768,0.4185,0.2697,0.2697
1.4768,0.4285,0.2677,0.2677
1.4868,0.4385,0.2717,0.2717
1.4868,0.4485,0.2736,0.2736
1.4868,0.4585,0.2717,0.2717
1.4868,0.4685,0.2697,0.2697
1.4968,0.4785,0.2717,0.2717
1.4968,0.4885,0.2736,0.2736
1.4968,0.4985,0.2717,0.2717
1.4968,0.5085,0.2697,0.2697
1.4968,0.5185,0.2677,0.2677
1.4968,0.5285,0.2658,0.2658
1.4968,0.5385,0.2636,0.2636
1.4968,0.5485,0.2617,0.2617
1.4968,0.5585,0.2597,0.2597
1.5068,0.5685,0.2677,0.2677
1.5068,0.5785,0.2658,0.2658
1.5068,0.5885,0.2636,0.2636
1.5068,0.5985,0.2617,0.2617
1.5068,0.6085,0.2597,0.2597
1.5068,0.6185,0.2577,0.2577
1.5068,0.6285,0.2558,0.2558
1.5068,0.6385,0.2538,0.2538
1.5168,0.6485,0.2618,0.2618
1.5168,0.6585,0.2598,0.2598
1.5168,0.6685,0.2579,0.2579
1.5168,0.6785,0.2559,0.2559
1.5168,0.6885,0.2539,0.2539
1.5168,0.6985,0.2520,0.2520
1.5168,0.7085,0.2500,0.2500
1.5168,0.7185,0.2500,0.2500
1.5168,0.7285,0.2500,0.2500
1.5168,0.7385,0.2500,0.2500
1.5168,0.7485,0.2500,0.2500
1.5168,0.7585,0.2500,0.2500
1.5168,0.7685,0.2500,0.2500
1.5168,0.7785,0.2500,0.2500
1.5268,0.7885,0.2600,0.2600
1.5268,0.7985,0.2600,0.2600
1.5268,0.8085,0.2600,0.2600
1.5268,0.8185,0.2600,0.2600
1.5268,0.8285,0.2620,0.2620
1.5268,0.8385,0.2639,0.2639
1.5268,0.8485,0.2659,0.2659
1.5268,0.8585,0.2679,0.2679
1.5268,0.8685,0.2698,0.2698
1.5268,0.8785,0.2700,0.2700
1.5168,0.8885,0.2638,0.2638
1.5168,0.8985,0.2658,0.2658
1.5168,0.9085,0.2677,0.2677
1.5168,0.9185,0.2697,0.2697
1.5168,0.9285,0.2717,0.2717
1.5168,0.9385,0.2736,0.2736
1.5168,0.9485,0.2776,0.2776
1.5068,0.9585,0.2717,0.2717
1.5068,0.9685,0.2736,0.2736
1.5068,0.9785,0.2776,0.2776
1.5068,0.9885,0.2797,0.2797
1.5068,0.9985,0.2817,0.2817
1.5068,1.0085,0.2836,0.2836
1.4968,1.0185,0.2776,0.2776
1.4968,1.0285,0.2817,0.2817
1.4968,1.0385,0.2836,0.2836
1.4968,1.0485,0.2856,0.2856
1.4868,1.0585,0.2817,0.2817
1.4868,1.0685,0.2836,0.2836
1.4868,1.0785,0.2856,0.2856
1.4768,1.0885,0.2797,0.2797
1.4768,1.0985,0.2817,0.2817
1.4768,1.1085,0.2836,0.2836
1.4768,1.1185,0.2856,0.2856
1.4668,1.1285,0.2777,0.2777
1.4668,1.1385,0.2797,0.2797
1.4668,1.1485,0.2817,0.2817
1.4568,1.1585,0.2736,0.2736
1.4568,1.1685,0.2758,0.2758
1.4468,1.1785,0.2677,0.2677
1.4468,1.1885,0.2697,0.2697
1.4468,1.1985,0.2717,0.2717
1.4468,1.2085,0.2736,0.2736
1.4368,1.2185,0.2658,0.2658
1.4368,1.2285,0.2677,0.2677
1.4268,1.2385,0.2597,0.2597
1.4268,1.2485,0.2617,0.2617
1.4268,1.2585,0.2636,0.2636
1.4168,1.2685,0.2558,0.2558
1.4168,1.2785,0.2577,0.2577
1.4168,1.2885,0.2597,0.2597
1.4168,1.2985,0.2617,0.2617
1.4068,1.3085,0.2538,0.2538
1.4068,1.3185,0.2558,0.2558
1.3968,1.3285,0.2477,0.2477
1.3968,1.3385,0.2497,0.2497
1.3968,1.3485,0.2517,0.2517
1.3868,1.3585,0.2477,0.2477
1.3868,1.3685,0.2497,0.2497
1.3768,1.3785,0.2417,0.2417
1.3768,1.3885,0.2477,0.2477
1.3668,1.3985,0.2397,0.2397
1.3668,1.4085,0.2417,0.2417
1.3668,1.4185,0.2477,0.2477
1.3668,1.4285,0.2517,0.2517
1.3568,1.4385,0.2477,0.2477
1.3568,1.4485,0.2517,0.2517
1.3468,1.4585,0.2477,0.2477
1.3468,1.4685,0.2517,0.2517
1.3368,1.4785,0.2477,0.2477
1.3368,1.4885,0.2537,0.2537
1.3268,1.4985,0.2517,0.2517
1.3268,1.5085,0.2557,0.2557
1.3168,1.5185,0.2537,0.2537
1.3168,1.5285,0.2557,0.2557
1.3068,1.5385,0.2578,0.2578
1.3068,1.5485,0.2537,0.2537
1.2968,1.5585,0.2557,0.2557
1.2868,1.5685,0.2598,0.2598
1.2868,1.5785,0.2537,0.2537
1.2768,1.5885,0.2557,0.2557
1.2668,1.5985,0.2617,0.2617
1.2568,1.6085,0.2636,0.2636
1.2568,1.6185,0.2598,0.2598
1.2468,1.6285,0.2617,0.2617
1.2368,1.6285,0.2660,0.2660
1.2268,1.6385,0.2617,0.2617
1.2168,1.6485,0.2557,0.2557
1.2068,1.6485,0.2617,0.2617
1.1968,1.6585,0.2557,0.2557
1.1868,1.6585,0.2597,0.2597
1.1768,1.6685,0.2517,0.2517
1.1668,1.6685,0.2557,0.2557
1.1568,1.6785,0.2497,0.2497
1.1468,1.6785,0.2517,0.2517
1.1368,1.6885,0.2477,0.2477
1.1268,1.6885,0.2497,0.2497
1.1168,1.6985,0.2417,0.2417
1.1068,1.6985,0.2477,0.2477
1.0968,1.6985,0.2517,0.2517
1.0868,1.7085,0.2477,0.2477
1.0768,1.7085,0.2517,0.2517
1.0668,1.7085,0.2477,0.2477
1.0568,1.7185,0.2497,0.2497
1.0468,1.7185,0.2477,0.2477
1.0368,1.7185,0.2417,0.2417
1.0268,1.7285,0.2497,0.2497
1.0168,1.7285,0.2477,0.2477
1.0068,1.7385,0.2517,0.2517
0.9968,1.7385,0.2477,0.2477
0.9868,1.7485,0.2517,0.2517
0.9768,1.7485,0.2477,0.2477
0.9668,1.7485,0.2417,0.2417
0.9568,1.7485,0.2397,0.2397
0.9468,1.7585,0.2477,0.2477
0.9368,1.7585,0.2417,0.2417
0.9268,1.7585,0.2397,0.2397
0.9168,1.7585,0.2377,0.2377
0.9068,1.7685,0.2417,0.2417
0.8968,1.7685,0.2397,0.2397
0.8868,1.7685,0.2377,0.2377
0.8768,1.7685,0.2358,0.2358
0.8668,1.7685,0.2338,0.2338
0.8568,1.7685,0.2318,0.2318
0.8468,1.7785,0.2397,0.2397
0.8368,1.7785,0.2377,0.2377
0.8268,1.7785,0.2358,0.2358
0.8168,1.7785,0.2338,0.2338
0.8068,1.7785,0.2318,0.2318
0.7968,1.7885,0.2398,0.2398
0.7868,1.7885,0.2379,0.2379
0.7768,1.7885,0.2359,0.2359
0.7668,1.7885,0.2339,0.2339
0.7568,1.7885,0.2320,0.2320
0.7468,1.7885,0.2300,0.2300
0.7368,1.7885,0.2300,0.2300
0.7268,1.7985,0.2400,0.2400
0.7168,1.7985,0.2400,0.2400
0.7068,1.7985,0.2400,0.2400
0.6968,1.7985,0.2400,0.2400
0.6868,1.7985,0.2400,0.2400
0.6768,1.7985,0.2400,0.2400
0.6668,1.7985,0.2400,0.2400
0.6568,1.7985,0.2400,0.2400
0.6468,1.7985,0.2400,0.2400
0.6368,1.7985,0.2400,0.2400
0.6268,1.7985,0.2400,0.2400
0.6168,1.8085,0.2500,0.2500
0.6068,1.8085,0.2500,0.2500
0.5968,1.8085,0.2500,0.2500
0.5868,1.8085,0.2500,0.2500
0.5768,1.8085,0.2500,0.2500
0.5668,1.7985,0.2400,0.2400
0.5568,1.7985,0.2420,0.2420
0.5468,1.7985,0.2439,0.2439
0.5368,1.7985,0.2459,0.2459
0.5268,1.7985,0.2479,0.2479
0.5168,1.7985,0.2498,0.2498
0.5068,1.7985,0.2500,0.2500
0.4968,1.7985,0.2500,0.2500
0.4868,1.7985,0.2500,0.2500
0.4768,1.7985,0.2500,0.2500
0.4668,1.7985,0.2500,0.2500
0.4568,1.7985,0.2500,0.2500
0.4468,1.7985,0.2500,0.2500
0.4368,1.7885,0.2400,0.2400
0.4268,1.7885,0.2400,0.2400
0.4168,1.7885,0.2400,0.2400
0.4068,1.7885,0.2400,0.2400
0.3968,1.7885,0.2400,0.2400
0.3868,1.7885,0.2400,0.2400
0.3768,1.7885,0.2400,0.2400
0.3668,1.7885,0.2420,0.2420
0.3568,1.7785,0.2339,0.2339
0.3468,1.7785,0.2359,0.2359
0.3368,1.7785,0.2379,0.2379
0.3268,1.7785,0.2398,0.2398
0.3168,1.7685,0.2318,0.2318
0.3068,1.7685,0.2338,0.2338
0.2968,1.7685,0.2358,0.2358
0.2868,1.7685,0.2377,0.2377
0.2768,1.7685,0.2397,0.2397
0.2668,1.7685,0.2417,0.2417
0.2568,1.7685,0.2458,0.2458
0.2468,1.7685,0.2477,0.2477
0.2368,1.7685,0.2497,0.2497
0.2268,1.7685,0.2517,0.2517
0.2168,1.7685,0.2557,0.2557
0.2068,1.7685,0.2517,0.2517
0.1968,1.7685,0.2497,0.2497
0.1868,1.7685,0.2477,0.2477
0.1768,1.7685,0.2458,0.2458
0.1668,1.7685,0.2438,0.2438
0.1568,1.7585,0.2518,0.2518
0.1468,1.7585,0.2498,0.2498
0.1368,1.7585,0.2479,0.2479
0.1268,1.7585,0.2459,0.2459
0.1168,1.7485,0.2539,0.2539
0.1068,1.7485,0.2520,0.2520
0.0968,1.7485,0.2500,0.2500
0.0868,1.7485,0.2498,0.2498
0.0768,1.7385,0.2500,0.2500
0.0668,1.7385,0.2500,0.2500
0.0568,1.7385,0.2520,0.2520
0.0468,1.7285,0.2439,0.2439
0.0368,1.7285,0.2459,0.2459
0.0268,1.7285,0.2479,0.2479
0.0168,1.7285,0.2498,0.2498
0.0068,1.7185,0.2418,0.2418
-0.0032,1.7185,0.2438,0.2438
-0.0132,1.7185,0.2458,0.2458
-0.0232,1.7085,0.2377,0.2377
-0.0332,1.7085,0.2397,0.2397
-0.0432,1.7085,0.2417,0.2417
-0.0532,1.7085,0.2438,0.2438
-0.0632,1.6985,0.2358,0.2358
-0.0732,1.6985,0.2377,0.2377
-0.0832,1.6985,0.2397,0.2397
-0.0932,1.6985,0.2417,0.2417
-0.1032,1.6985,0.2458,0.2458
-0.1132,1.6885,0.2377,0.2377
-0.1232,1.6885,0.2397,0.2397
-0.1332,1.6885,0.2417,0.2417
-0.1432,1.6785,0.2377,0.2377
-0.1532,1.6785,0.2397,0.2397
-0.1632,1.6785,0.2417,0.2417
-0.1732,1.6785,0.2477,0.2477
-0.1832,1.6685,0.2397,0.2397
-0.1932,1.6685,0.2417,0.2417
-0.2032,1.6585,0.2397,0.2397
-0.2132,1.6585,0.2417,0.2417
-0.2232,1.6585,0.2477,0.2477
-0.2332,1.6485,0.2417,0.2417
-0.2432,1.6485,0.2477,0.2477
-0.2532,1.6385,0.2417,0.2417
-0.2632,1.6385,0.2477,0.2477
-0.2732,1.6285,0.2417,0.2417
-0.2832,1.6285,0.2477,0.2477
-0.2932,1.6185,0.2417,0.2417
-0.3032,1.6185,0.2477,0.2477
-0.3132,1.6085,0.2458,0.2458
-0.3232,1.6085,0.2477,0.2477
-0.3332,1.5985,0.2477,0.2477
-0.3432,1.5885,0.2458,0.2458
-0.3532,1.5885,0.2517,0.2517
-0.3632,1.5785,0.2477,0.2477
-0.3732,1.5685,0.2458,0.2458
-0.3832,1.5685,0.2517,0.2517
-0.3932,1.5585,0.2498,0.2498
-0.4032,1.5485,0.2477,0.2477
-0.4132,1.5485,0.2498,0.2498
-0.4232,1.5385,0.2518,0.2518
-0.4332,1.5285,0.2498,0.2498
-0.4432,1.5185,0.2479,0.2479
