s,x,y,heading,curvature,track_width
0.0,-1.470272903638627,-1.8133028581375568,1.5455560307833236,0.058210413295694846,0.24312448094383637
0.10073127048361517,-1.4679583295601264,-1.7082425564474042,1.5520563079941099,0.06252401249518781,0.23801838145430507
0.20146254096723035,-1.466316047242548,-1.6029021990605583,1.5581520931279713,0.050835098849042255,0.23425206823525135
0.3021938114508455,-1.4652251665954066,-1.4974066574240532,1.5623333809151376,0.0266107620557461,0.2454838304790978
0.4029250819344607,-1.464421740343758,-1.3919148029116482,1.5634342754186674,-0.007088424462550082,0.24593117104529796
0.5036563524180758,-1.4635349759760992,-1.2866066489339703,1.560606823864648,-0.047535041396704454,0.22861732784707747
0.604387622901691,-1.462123447692267,-1.181670493048659,1.5533035559555786,-0.0921610497225744,0.24077326934585058
0.7051188933853062,-1.459711308351334,-1.0772900590705055,1.5412751623170027,-0.138311280335052,0.23320742331612757
0.8058501638689214,-1.4558245014195108,-0.9736316391816012,1.5245869222610537,-0.1829669491730117,0.23767598926704184
0.9065814343525366,-1.4500269729180422,-0.8708312360414787,1.503653388363429,-0.22250184743297455,0.23007322969480581
1.0073127048361517,-1.4419568833711078,-0.7689817048972555,1.4792855785706336,-0.25255359661671856,0.22343728744200894
1.1080439753197668,-1.4313627376262896,-0.6681199373707847,1.4527332541368707,-0.2684376874790404,0.22330865859425436
1.208775245803382,-1.4181332187258469,-0.5682172402357101,1.425538874448293,-0.26871991011184737,0.24692277080543334
1.3095065162869972,-1.4022983034172734,-0.46918428783066707,1.3991848157409061,-0.2545353608878135,0.23748875318974003
1.4102377867706124,-1.3840106781876191,-0.37088607131740925,1.3749748716636139,-0.2278285909040474,0.2412564127633993
1.5109690572542276,-1.3635254480308592,-0.27315771432151426,1.353983277823504,-0.19120236454457584,0.22245432620883185
1.6117003277378428,-1.3411798441669955,-0.17582028910505051,1.337018238781163,-0.1476469517829841,0.23773749179868917
1.712431598221458,-1.3173729317611584,-0.07869663273924526,1.3246052104895383,-0.1002361893026489,0.2313207149179758
1.8131628687050731,-1.2925453176427064,0.018372836722847445,1.3169890182372874,-0.05187803674832192,0.22756629595718053
1.9138941391886883,-1.2671588580243278,0.11551430407368092,1.31414985722893,-0.005162140260830332,0.23348715956243896
2.0146254096723033,-1.2416763662211419,0.2128047407785466,1.3158268977509286,0.037694079384571026,0.24395977738808947
2.1153566801559185,-1.2165413203698008,0.3102560888029087,1.3215437814078004,0.074820494914023,0.24259455674728625
2.2160879506395337,-1.1921574003743307,0.4077997637345256,1.3306263942252532,0.10437614088283816,0.23054310418985366
2.316819221123149,-1.1688614790503415,0.5052833965921463,1.3421338677086465,0.1231144891742828,0.20996082983577521
2.417550491606764,-1.1468756799326296,0.6025067146976477,1.3547236462670311,0.1264927494060752,0.2005753337784139
2.5182817620903792,-1.1262490966523098,0.6992767523136,1.3665622732397735,0.10870123141390081,0.22525677888607937
2.6190130325739944,-1.1067989494094874,0.7954641137434051,1.3752408238974896,0.06282233487547698,0.24490753916081434
2.7197443030576096,-1.0880517545673143,0.8910592240923375,1.3777365927972436,-0.017843910353096973,0.22703278483631856
2.820475573541225,-1.0691930930582159,0.9862204892517807,1.3707532857568387,-0.13014352872825907,0.20339904472247475
2.92120684402484,-1.0490988671947579,1.0812457819801775,1.352004587515593,-0.25648735646447074,0.21569905911007364
3.021938114508455,-1.0264689797453141,1.1764475570357076,1.3208673005207396,-0.37725649833178265,0.22197961223803916
3.1226693849920704,-0.9999799738001732,1.2720101257607555,1.2782680293709034,-0.4772794799643644,0.23182941221026487
3.2234006554756856,-0.9684378404633004,1.3678467727561892,1.2261800522340007,-0.5505169186713419,0.23594831257029855
3.3241319259593007,-0.9309301318633081,1.4634578851379707,1.1668387794305541,-0.6023571556585415,0.2248177574395559
3.424863196442916,-0.8869432095911867,1.5578399011782011,1.101709174032292,-0.6486802477173057,0.2286933981350772
3.525594466926531,-0.8363503904908441,1.6495824418623006,1.0310053176516216,-0.7028055254648253,0.22485573599995773
3.6263257374101463,-0.7793268633404494,1.7370721828392897,0.954151817184448,-0.7713321760100398,0.21810247378367012
3.7270570078937615,-0.7162597305884475,1.8187038322018076,0.8704366714149502,-0.8530736570827555,0.21429488543194247
3.8277882783773767,-0.6476580495551392,1.8930911090451186,0.7798410112625586,-0.9354541258168642,0.21726223286079527
3.928519548860992,-0.5740629027118916,1.959277619065652,0.6841397994885808,-0.9900676896866485,0.23662118741228141
4.029250819344607,-0.4959643710313994,2.0169232871884994,0.587605344138501,-0.987199161205128,0.2177653630727169
4.129982089828222,-0.4137675260383984,2.06631722068284,0.495692882516229,-0.9184248043756906,0.20305581123550248
4.230713360311837,-0.32780746278645195,2.108216924066965,0.4133431543923289,-0.7966225799137185,0.21945133179179507
4.331444630795453,-0.23837124672994825,2.14366303271517,0.3436966517306066,-0.6496917219385356,0.2339413387225532
4.432175901279067,-0.1457198898180505,2.1737939429931434,0.2874376473995807,-0.5087923941500534,0.21724816873967281
4.532907171762683,-0.05011032610716231,2.199660480484078,0.24280479115411918,-0.39953141782284374,0.23001581773189628
4.633638442246298,0.048182759609417807,2.2220521963539577,0.2063064701241396,-0.33128324346569793,0.23711288665618782
4.734369712729913,0.14884623346709586,2.2414130838979167,0.1742535993189194,-0.29985692086403465,0.24175823063936194
4.835100983213528,0.251509020155885,2.2578527013004415,0.14330157724471157,-0.30054118313880956,0.24212939504310937
4.935832253697144,0.3557227944273414,2.271171841634279,0.11041372343532138,-0.3301136747660478,0.2350673398271356
5.0365635241807585,0.46094267357967666,2.2808882802456734,0.07274130455187283,-0.3875377196192076,0.22763424880904962
5.137294794664374,0.566507909942883,2.2862625221396096,0.02746128034353346,-0.47434576786879595,0.2159179435946867
5.238026065147989,0.6716225833638451,2.286323549365046,-0.028408890452257748,-0.5948373551662526,0.2309534277982555
5.3387573356316045,0.7753362936914605,2.2798945684001573,-0.09819418828649752,-0.7558404107541504,0.24048126377462922
5.439488606115219,0.8765248532617526,2.2656187575375726,-0.18568158528900452,-0.9650994216156374,0.24280862963838792
5.540219876598835,0.9738709793829957,2.241985014269619,-0.2950259650455907,-1.2261019796898678,0.23424531231281645
5.64095114708245,1.0658463759806633,2.207359749328732,-0.42982595909649257,-1.5137012110916213,0.20967054077619962
5.741682417566065,1.150728416516758,2.160169291168419,-0.5884976047571062,-1.7289124438037793,0.19933064360242092
5.84241368804968,1.2267023250079,2.099454441659832,-0.7607335250072106,-1.777133230749197,0.22027703258654213
5.943144958533296,1.2919965798892037,2.0255610142188463,-0.9316408547157111,-1.6691112435118278,0.24413456401937025
6.04387622901691,1.345038220560811,1.9405501627873958,-1.0919666835607802,-1.5319405957368224,0.23581341947252912
6.144607499500526,1.3846714936609448,1.8476415642685036,-1.2415736872933145,-1.4347847838731893,0.22822009433475526
6.245338769984141,1.410407087905779,1.7501583944499883,-1.3825048575845955,-1.3571637900616813,0.22454297340711007
6.346070040467756,1.422585185278289,1.650672990203034,-1.5137323055194183,-1.2524857805029186,0.22127970656235985
6.446801310951371,1.422267378416902,1.5508615341613183,-1.6317497456827963,-1.103837929523802,0.2357767489147372
6.547532581434986,1.410999581172352,1.4516960962954968,-1.7331137214322117,-0.9234342478860161,0.23155592609137693
6.6482638519186015,1.3905682944486037,1.3536540516274165,-1.816310018829447,-0.7398726794708698,0.22968521053005198
6.748995122402216,1.3627572181717555,1.2569272319864457,-1.8825992136568979,-0.5835521033545663,0.20200392682176205
6.849726392885832,1.3291331289692154,1.1616085844209272,-1.9352212623729577,-0.4632202043561631,0.20447451572446954
6.950457663369447,1.2909713318259282,1.0677715543864357,-1.9773595384975782,-0.37320480297618014,0.2089997061562331
7.051188933853062,1.2492807179025613,0.9754729125910497,-2.0116436619968705,-0.3073177680479947,0.2270879550306663
7.151920204336677,1.204837927154346,0.8847485839779973,-2.040170536999875,-0.2600804277163703,0.23311464612505026
7.252651474820293,1.158221518272768,0.7956094710799849,-2.064562144901328,-0.2268102824085077,0.2352448340258298
7.353382745303907,1.1098461386272775,0.7080372773735557,-2.0860177824670787,-0.2033979379673478,0.21282716135477273
7.454114015787523,1.0599966942069814,0.6219803306334196,-2.1053498448845693,-0.18605429158094436,0.2128962582777343
7.554845286271138,1.00886251956235,0.537349406286812,-2.123004893115708,-0.17113552298468407,0.21041047525446255
7.655576556754753,0.9565715477469137,0.4540135507678283,-2.139076287650096,-0.15507791167265858,0.20730047682162664
7.756307827238368,0.9032244802589661,0.3717959048717745,-2.1533152884569824,-0.13443377370727566,0.22163041415957935
7.857039097721984,0.8489289569832614,0.29046952710950663,-2.1651458065556066,-0.10596966701114979,0.22393795057857985
7.9577703682055985,0.7938337188741316,0.20975322141502134,-2.1736856350486957,-0.06685112034917073,0.22895931719117982
8.058501638689213,0.7381604360263919,0.1293087650062913,-2.1778623260249166,-0.016972672456768756,0.24325596633991875
8.159232909172829,0.6822172964718197,0.04874907501327116,-2.1767403467874797,0.04091391578366546,0.23849564688839014
8.259964179656444,0.6263928870816167,-0.03234180534146135,-2.1696376149027925,0.10396987584887837,0.23136143592066133
8.36069545014006,0.5711470232797096,-0.11438689065113572,-2.1561164649030404,0.16960274967781244,0.219021582439134
8.461426720623674,0.5170015618118771,-0.1977944270711535,-2.1359615860223093,0.2355869824651069,0.2096633368681928
8.56215799110729,0.46453121351486876,-0.28293606606547145,-2.1091505452130006,0.3001298591652949,0.20965454952241314
8.662889261590905,0.41435435608553434,-0.370125038152963,-2.07581905546893,0.3619142668090883,0.21997173719071814
8.76362053207452,0.3671238468499427,-0.45959432665380096,-2.0362211948079345,0.4201472117797198,0.21771533557926168
8.864351802558135,0.32351783553250857,-0.5514748414358219,-1.9906832693855356,0.47463180297270124,0.23469010717386107
8.96508307304175,0.28423057702511234,-0.6457735926609103,-1.9395492656713609,0.5258693160192266,0.23730876858818853
9.065814343525366,0.24996324415622884,-0.7423518645313587,-1.883115663533823,0.5751945915319743,0.23279892097001387
9.166545614008982,0.22141474043897166,-0.8409033891836402,-1.8215531563847862,0.6249587954316375,0.2290100931933842
9.267276884492595,0.19927232152721272,-0.9409338584177918,-1.7548093343504896,0.6787955275031112,0.21928562855738948
9.368008154976211,0.18419934491521783,-1.0417605195887383,-1.6825209726547738,0.7407711808000743,0.21100639592912937
9.468739425459827,0.1768179588948759,-1.1425471647388743,-1.6040539813493693,0.81393636574734,0.21123645236234317
9.569470695943442,0.17769042546815667,-1.2423486734182934,-1.5186278038986238,0.8997001629274165,0.22063078047892296
9.670201966427056,0.18730041606472617,-1.340155745697172,-1.4254907298093067,0.996878686266643,0.22626522404536745
9.770933236910672,0.20603430725956431,-1.4349396351781836,-1.3241655300919273,1.1003208769493333,0.22904979779062629
9.871664507394287,0.2341624764905803,-1.525696882008876,-1.2147706229112352,1.1995781174588553,0.22216780545419662
9.972395777877901,0.2718205977762266,-1.6114940458940703,-1.0983747433506925,1.2787865579105362,0.20970214444079416
10.073127048361517,0.31899093743312207,-1.6915124391082643,-0.9772685689654926,1.3193110215098822,0.20006449362094647
10.173858318845133,0.3754836497936582,-1.7650928595080142,-0.8549828512782871,1.305574856808558,0.21129654086008154
10.274589589328748,0.44091807292362395,-1.8317803235443386,-0.7359366947512118,1.2315604915222915,0.2155331705488187
10.375320859812362,0.5147043186297304,-1.8913684495068406,-0.6247678688083695,1.104611580479376,0.20959432445493925
10.476052130295978,0.5960359873766972,-1.94393061863472,-0.5252873504843987,0.9465613160750478,0.20336204431760144
